Owner,Project,File Path,apiVersion,Is Helm Template,raw_length
allenwuzhiwei,config-server,k8s/hpa.yaml,autoscaling/v1,False,267
allenwu-zhiwei,payment-service,k8s/hpa.yaml,autoscaling/v1,False,272
Gogidix-Technologies,gogidix-shared-infrastructure,notification-service/k8s/hpa.yaml,autoscaling/v2,False,883
magicat777,ODIN,k8s/grafana-hpa.yaml,autoscaling/v2,False,1704
magicat777,ODIN,k8s/grafana-hpa.yaml,autoscaling/v2,False,1704
rolaecheas-git,lb-moneygram,k8s/hpa.yaml,autoscaling/v2,False,457
TankChirag-1212,Devops_training,Day9/kubernetes/frontend-hpa.yaml,autoscaling/v2beta2,False,357
fminna,LLM-Helm-Fix,templates/slickchart_template.yaml,autoscaling/v2,True,3278
DevSecOpsSamples,gke-network-loadbalancer,app/ingress-neg-api-template.yaml,autoscaling/v2beta2,False,1996
mackah666,mcp-demo-github-project,examples/sample-app/deployment.yaml,autoscaling/v2,False,6903
italo-costa,estudosKBNT_Kafka_Logs,kubernetes/microservices/virtual-stock-service-scalable.yaml,autoscaling/v2,False,6284
yashparmar04,EIC_Training,Day9/hpa.yaml,autoscaling/v2,False,330
BotEkrem,nodelabs-task,k8s/conversation-service-hpa.yaml,autoscaling/v2,False,695
soonge97,1st-Project,yaml/web/web-hpa.yaml,autoscaling/v1,False,245
Erodotos,k8s-examples,horizontal-pod-autoscaler/manifests/hpa.yaml,autoscaling/v2,False,853
daophanquochoai,FoodOrderingApp_BackEnd,k8s/7.hpa.yaml,autoscaling/v2,False,3127
daophanquochoai,FoodOrderingApp_BackEnd,k8s/7.hpa.yaml,autoscaling/v2,False,3127
daophanquochoai,FoodOrderingApp_BackEnd,k8s/7.hpa.yaml,autoscaling/v2,False,3127
daophanquochoai,FoodOrderingApp_BackEnd,k8s/7.hpa.yaml,autoscaling/v2,False,3127
daophanquochoai,FoodOrderingApp_BackEnd,k8s/7.hpa.yaml,autoscaling/v2,False,3127
daophanquochoai,FoodOrderingApp_BackEnd,k8s/7.hpa.yaml,autoscaling/v2,False,3127
daophanquochoai,FoodOrderingApp_BackEnd,k8s/7.hpa.yaml,autoscaling/v2,False,3127
sbaldwin24,apex-api-archivist,k8s/multi-region.yml,autoscaling/v2,False,2860
mannazo,mannazo-deploy,was/swagger-service/swagger-service-hpa-canary.yaml,autoscaling/v2,False,391
kalidindi-naveen,40daysofkubernetes,yamls/hpa.yaml,autoscaling/v2,False,358
bdereims,tkia,examples/VMs2PODs/front-end.yaml,autoscaling/v1,False,3490
bdereims,tkia,examples/VMs2PODs/front-end.yaml,autoscaling/v1,False,3490
tuda-suda,sausage-store-infrastructure,kubernetes/backend-report/hpa.yaml,autoscaling/v2beta2,False,411
Harbr-Foundation,Harbr-Router,kubernetes/hpa.yml,autoscaling/v2,False,518
kliu3816,Jellyclone,infra/hpa.yaml,autoscaling/v2,False,511
FurlanLuka,archie-finance,local/k6-cluster/eks-deploy-chart/templates/deployment.yaml,autoscaling/v2beta2,True,4297
manimaul,mxmariner.com,k8s.yml,autoscaling/v1,False,2195
MarlinMail,MarlinMail,MarlinMail/Brain/k8s/brain-hpa.yaml,autoscaling/v2,False,858
WasiqAli22,microservice-chat-application,k8s/backend-hpa.yaml,autoscaling/v2,False,372
mahendhar514,kubernetesfiles,autoscaling.yml,autoscaling/v2,False,338
leonardosete,desafio-devops,k8s/deploy-prd.yaml,autoscaling/v1,False,3064
stemfresh,argocd,argocd_hpa.yaml,autoscaling/v2,False,1733
stemfresh,argocd,argocd_hpa.yaml,autoscaling/v2,False,1733
stemfresh,argocd,argocd_hpa.yaml,autoscaling/v2,False,1733
clementinesnightmare,clementines-mint,kube/clem-unleash-autoscale.yml,autoscaling/v1,False,273
Ikey168,NeuroNews,deploy/kubernetes/nginx/load-balancer-hpa.yaml,autoscaling/v2,False,855
AgnerLoss,Descomplicando_Kubernetes,day-13-autoscaling/giropops-hpa.yaml,autoscaling/v2,False,1614
blitzy-public-samples,founditure-furniture-marketplace-wvdy7r,infrastructure/kubernetes/backend/hpa.yml,autoscaling/v2,False,2152
Nader-Benhassen,EIOS-Platform,apps/go-services/cmd/db-optimizer/k8s/hpa.yaml,autoscaling/v2,False,1132
persevcareers,AzureKubernetesService,pdb/pdb.yml,autoscaling/v2,False,342
iamsamitdev,K8SBasicDay4,hpa-v2.yaml,autoscaling/v2,False,860
iamsamitdev,K8SBasicOnlineFinal,hpa-v2.yaml,autoscaling/v2,False,860
iamsamitdev,K8SBasicDay5,hpa-v2.yaml,autoscaling/v2,False,860
iamsamitdev,K8SBasicDay6,hpa-v2.yaml,autoscaling/v2,False,860
matthewyuh246,sample-webapp-php-manifests,manifests/overlays/prod/webapp/hpa.yaml,autoscaling/v2,False,144
italo-costa,estudosKBNT_Kafka_Logs_V2_cleanCode,06-deployment/kubernetes/kubernetes/microservices/virtual-stock-service-scalable.yaml,autoscaling/v2,False,6284
yashparmar04,DevOpsTrainingTask,Day9/hpa.yaml,autoscaling/v2,False,330
yashparmar04,Training_Task,Day9/hpa.yaml,autoscaling/v2,False,330
italo-costa,estudosKBNT_Kafka_Logs_V2_cleanCode,08-configuration/virtual-stock-service-scalable.yaml,autoscaling/v2,False,6284
xogucy,sausage-infrastructure,kubernetes/backend-report/hpa.yaml,autoscaling/v2beta2,False,411
Sanefoxx,sausage-shop-app-infrastructure,kubernetes/backend-report/backend-report-hpa.yaml,autoscaling/v2beta2,False,411
voralexan,yandex-devops-course,infrastructure/kubernetes/backend-report/hpa.yml,autoscaling/v2beta2,False,411
mahendhar514,kubernetesfiles,allfiles/autoscaling.yml,autoscaling/v2,False,338
kubernetes,website,content/en/examples/controllers/hpa-rs.yaml,autoscaling/v1,False,251
mmorejon,erase-una-vez-k8s,hpa/hpa.yaml,autoscaling/v1,False,303
Ikey168,NeuroNews,infrastructure/k8s/nginx/load-balancer-hpa.yaml,autoscaling/v2,False,855
prageethw,eks,cluster/resources/istio-hpa.yaml,autoscaling/v2beta1,False,1310
prageethw,eks,cluster/resources/istio-hpa.yaml,autoscaling/v2beta1,False,1310
prageethw,eks,cluster/resources/istio-hpa.yaml,autoscaling/v2beta1,False,1310
EdJ2003,YAML-ESTUDIANTES,api-hpa.yaml,autoscaling/v2,False,375
w-burgis,devops-er-capstone,kubernetes-config/autoscale.yaml,autoscaling/v2,False,379
HiQaody,devsecops,centre-ressource/assistance-juridique/k8s/assistance-juridique.hpa.yaml,autoscaling/v2,False,405
GoogleCloudPlatform,k8s-config-connector,config/installbundle/components/webhook/autoscaler.yaml,autoscaling/v1,False,1068
rackerlabs,genestack,base-kustomize/octavia/base/hpa-octavia-worker.yaml,autoscaling/v2,False,523
penguintechinc,WaddleBot,portal_module/k8s/deployment.yaml,autoscaling/v2,False,8701
DFernsCap4,flask-jenkins,flask-api-hpa.yaml,autoscaling/v2,False,343
aikdp,prac-res-k8s-eks,12-eks-Tgb/frontend/manifest.yaml,autoscaling/v2,False,2231
NajeebShhadeTasks,guardiotsk,k8s/server-hpa.yaml,autoscaling/v2beta2,False,353
VATSIM-Radar,vatsim-radar,.config/k8s/main/app.yml,autoscaling/v2,False,3726
Raghunadh2004,book-store,k8/frontend-hpa.yaml,autoscaling/v2,False,374
Kartikgarg74,aios,kubernetes/orchestrator-deployment.yaml,autoscaling/v2,False,1370
ashwanth01-pixel,awsdeployer,backend/k8s/hpa/history-service-hpa.yaml,autoscaling/v2,False,375
teano-uTTu-9788,ag06_mixer,automation-framework/kubernetes-manifests.yaml,autoscaling/v2,False,7957
lunch-12,PAPERPLE-CD,deployment.yaml,autoscaling/v2,False,2790
lunch-12,PAPERPLE-CD,deployment.yaml,autoscaling/v2,False,2790
voltsrage,MicroservicesWithKubernetesAndAzureDevops,aks/shoppingautoscale.yaml,autoscaling/v1,False,1035
voltsrage,MicroservicesWithKubernetesAndAzureDevops,aks/shoppingautoscale.yaml,autoscaling/v1,False,1035
voltsrage,MicroservicesWithKubernetesAndAzureDevops,aks/shoppingautoscale.yaml,autoscaling/v1,False,1035
harisamjad0158,k8_onlineshop,alli-in-one.yml,autoscaling/v2,False,2789
Vizzuality,emissions-scenario-portal,k8s/production/hpa.yaml,autoscaling/v1,False,309
krol3,vuln-python-sample,k8s.yaml,autoscaling/v2,False,5192
bilalsedeff,site_speak2,k8s/deployment-controller.yaml,autoscaling/v2,False,5795
bilalsedeff,site_speak2,k8s/deployment-controller.yaml,autoscaling/v2,False,5795
jamaldevsecops,myapp,k8s/deployment.yaml,autoscaling/v2,False,977
mzegarras,TallerDockerK8s202110,k8s/Lab06/6_hpa/hpa02.yaml,autoscaling/v2beta2,False,480
FarahMHAMDI,SAS-VIYA,sas-viya/sas-bases/base/components/sas-logon-app/resources.yaml,autoscaling/v2beta2,False,6180
jkwong888,gke-grpc-glb,manifests/components/istio-install/istio.yaml,autoscaling/v2beta1,True,226767
jkwong888,gke-grpc-glb,manifests/components/istio-install/istio.yaml,autoscaling/v2beta1,True,226767
heemmanshuu,Audit_LLM_SecConFig,fetch_artifacthub/assets/graviteeio_apim.yaml,autoscaling/v2,False,33348
heemmanshuu,Audit_LLM_SecConFig,fetch_artifacthub/assets/graviteeio_apim.yaml,autoscaling/v2,False,33348
heemmanshuu,Audit_LLM_SecConFig,fetch_artifacthub/assets/graviteeio_apim.yaml,autoscaling/v2,False,33348
heemmanshuu,Audit_LLM_SecConFig,fetch_artifacthub/assets/graviteeio_apim.yaml,autoscaling/v2,False,33348
javaexpresschannel,userservice-kubernetes,kubernetes_hpa/k8s-hpa.yaml,autoscaling/v1,False,265
Khagou,TP6-monitoring,nginx.yml,autoscaling/v2,False,895
PauloLoboNeto,fila,kube/apl/apl-hpa.yaml,autoscaling/v2,False,367
sashakarcz,ArgoCD,kutt/kutt.yaml,autoscaling/v2,False,7887
Varun5711,fritzy,infra/k8s/envs/staging/kustomization-patch.yaml,autoscaling/v2,False,817
warroyo,tmc-tap-eks-guide,config/dev/kafka-consumer/delivery.yml,autoscaling/v2,False,3440
alexdragnea,e-commerce-microservice-cc,infra/hpa/inventory-service-hpa.yml,autoscaling/v1,False,264
uigtlkf,Project-Google-Cloud-Kubernetes-Docker,manifests/face-recognition-hpa.yaml,autoscaling/v2,False,402
pluralsight-cloud,aks-manage,ARM and Bicep Templates/2.4 Configure Horizontal Pod Scaling/manifest.yaml,autoscaling/v2,False,1161
bhanukaranwal,AlgoVeda,kubernetes/production/deployment.yaml,autoscaling/v2,False,7017
MamangRust,monolith-ecommerce-grpc,deployments/kubernetes/shipping_address-hpa.yaml,autoscaling/v2,False,393
Zeita03,P7-SA-B-202104782,k8s/microservice_4.yaml,autoscaling/v2,False,1404
IBS-Skillset,API-gateway,deploy/horizontal-pod-autoscale.yaml,autoscaling/v2,False,430
mumoshu,helm-x,examples/hpa.strategicmergepatch.yaml,autoscaling/v2beta1,False,301
314ga,SDU_CloudComputing-EmergencyRouting,Deployment/manifest/localhost/frontend-deployment.yaml,autoscaling/v2,False,1434
GSousaGabriel,full-cycle,kubernetes_class/k8s/hpa.yaml,autoscaling/v2,False,342
rytswd,get-istio-multicluster,clusters/bison/istio/installation/generated-manifests/1.8.5/as-canary/istio-control-plane-install.yaml,autoscaling/v2beta1,True,222778
Shivarajunayak,DevOps-Notes,Proposal/Alen/notificationlistener.yaml,autoscaling/v2,False,1128
vinayakofficialgit,Kubernetes.prsl,e-commerce/cloth-app/hpa.yaml,autoscaling/v2,False,342
urbinaalex17,mstakx_k8_assessment,yaml/production-hpa.yaml,autoscaling/v1,False,345
hippocampus-dev,hippocampus,cluster/manifests/mimir/overlays/dev/patches/horizontal_pod_autoscaler.mimir-querier.yaml,autoscaling/v2,False,697
Ahoo-Wang,CoSec,k8s/cosec-gateway-hpa.yaml,autoscaling/v2,False,365
MeelisM,aws-code-keeper,src/inventory-app/manifests/inventory-app.yaml,autoscaling/v2,False,2799
susguzman,so1-s2-24,k8s/backend.yaml,autoscaling/v2,False,1189
ratchet34,k8s-exercice,correction/manifests/05-backend/backend-hpa.yaml,autoscaling/v2,False,986
98labs,supabase-docs,deployment-guides/aws/eks-no-kong/k8s/gotrue.yaml,autoscaling/v2,False,5452
davidkosun,ksd-01,k8s-deployment-proweb-webwsc-cms-prd.yaml,autoscaling/v2,False,6323
erkerc,gitops-demo,applications/demo-windows-vmpool/manifests/hpa.yaml,autoscaling/v1,False,383
rommelsinkam,espresso-shop-project,.vscode-server/data/User/History/65a971b5/knjd.yaml,autoscaling/v2beta1,False,329
tunamaguro,home-kubernetes-open,base-extensions/cloudflare-tunnel/tunnel-1.yaml,autoscaling/v2,False,2497
tetratelabs,helm-charts,charts/istio/1.17.6-tetrate-v0/istio-control/istio-discovery/files/gen-istio.yaml,autoscaling/v2,True,112064
abrar2030,Chainocracy,infrastructure/kubernetes/base/backend-deployment.yaml,autoscaling/v2,False,5782
PoovarasanCueverz,helm-deployment,helm-backend/templates/hpa.yaml,autoscaling/v1,True,247
kesokaj,develop-in-google-cloud,app/frontend/manifest.yaml,autoscaling/v2,False,1395
PL7963,cloud-samples,gcp/k8s-cloudarmor-hpa/hpa.yaml,autoscaling/v2,False,894
lsst-ts,LOVE-integration-tools,deploy/k8s/hpa-manager.yml,autoscaling/v1,False,257
monojit18,CaptureOrder,YAMLs/DEV/captureorder-hpa.yaml,autoscaling/v1,False,285
oncliff-climbing,EOF_Final,Kubernetes/app-deploy.yaml,autoscaling/v2,False,5857
oncliff-climbing,EOF_Final,Kubernetes/app-deploy.yaml,autoscaling/v2,False,5857
BaekSeungYeol,k8s-native,kubernetes-manifests/base/cpu-utilisation/deploy-hpa.yaml,autoscaling/v2beta1,False,345
MamangRust,monolith-ecommerce-grpc,deployments/kubernetes/product-hpa.yaml,autoscaling/v2,False,375
TankChirag-1212,Devops_training,Day7/nodejs-advanced-k8s-project/kubernetes/hpa.yaml,autoscaling/v2beta2,False,1000
pmh-only,cocktail-bar,_cocktails/241212_globalarch_1/manifest/us/account.yml,autoscaling/v2,False,2437
danielpinto8zz6,BikeShare,BikeService/deployment.yaml,autoscaling/v2,False,1108
Om-ingle,Career-Compasss,gke-cost-optimized.yaml,autoscaling/v2,False,4502
Om-ingle,Career-Compasss,gke-cost-optimized.yaml,autoscaling/v2,False,4502
Roma-uuu,codeby-devops,lesson23/hpa-wordpress.yaml,autoscaling/v2,False,385
imanabr77,K8s-php,manifest/php-app/production-best-practices/hpa.yml,autoscaling/v2,False,340
msfidelis,istio-disaster-recovery,talk-linuxtips/02-retry-connection/orders-api.yaml,autoscaling/v2beta2,False,3835
iamqiss,T3SS,infrastructure/kubernetes/auth-service-deployment.yaml,autoscaling/v2,False,6525
mmorejon,once-upon-a-time-k8s,hpa/hpa.yaml,autoscaling/v1,False,303
365614269,CNCF-Graduated,modules/kubernetes/content/en/examples/controllers/hpa-rs.yaml,autoscaling/v1,False,251
